2,110767,摩天嶺甜柿（特級）,３３０ｇ,粒,79.00,0
2,110768,雲端柳丁（吉園圃）,１．２ｋｇ,袋,72.00,0
2,110769,雲端柳丁禮盒＿吉園圃,３ｋｇ,箱,220.00,0
2,110786,臺灣甜柿（粒）,３００ｇ,粒,68.00,0
2,110797,養生牛奶枇杷,３００ｇ,盒,115.00,0
2,124058,臺灣紅玉桃（５粒裝）,５８０ｇ,盒,159.00,0
2,124059,臺灣紅玉桃（３粒裝）,４５０ｇ,盒,159.00,0
2,112018,玉荷包荔枝(履歷),約６００ｇ（１２盒／箱）,盒,139.00,0
2,112019,愛文芒果（履歷）,約５００ｇ以上／盒,盒,89.00,0
2,120107,愛文芒果（枋寮）,約３５０ｇ,粒,88.00,0
2,120106,愛文芒果（台南）,約２８０ｇ／粒,粒,49.00,0
2,120109,愛文芒果（盒）,約６００ｇ,盒,128.00,0
2,120112,愛文（枋山）３００ｇ,３００ｇ／粒,粒,35.00,0
2,120111,愛文（枋山）２５０ｇ,２５０ｇ／粒,粒,29.00,0
2,120114,特級紅龍果（大紅）,２入／１ｋｇ,盒,119.00,0
2,120115,霸王鳳梨,１．８ｋｇ,粒,90.00,0
2,112021,履歷紅火龍果,４００ｇ,粒,78.00,0
2,112022,木瓜（產銷履歷）,約６００ｇ,條,95.00,0
2,112023,頂級履歷玉山葡萄,３５０ｇ,盒,90.00,0
2,120117,頂級紅火龍果,５５０ｇ,粒,88.00,0
2,120118,頂級白火龍果,５５０ｇ,粒,88.00,0
2,120119,嚴選豐水梨,５５０ｇ,粒,109.00,0
2,120120,頂級黑香芒果,４５０ｇ,粒,85.00,0
2,120121,頂級金蜜芒果,２５０ｇ,粒,59.00,0
2,120122,頂級海頓芒果,３５０ｇ,粒,62.00,0
2,120124,頂級高山水蜜桃,３００ｇ,盒,99.00,0
2,120126,嚴選台灣紅毛丹,２００ｇ,盒,159.00,0
2,120127,嚴選台灣黃毛丹,２００ｇ,盒,159.00,0
2,124062,火龍果／ ｋｇ,件／１８ｋｇ,公斤,65.00,0
2,124064,梨山水蜜桃（粒）,１５０ｇ,粒,29.00,0
2,120130,麻豆酪梨,６００ｇ／粒,公斤,105.00,0
2,113506,花蓮鳳梨,１．２ｋｇ,支,62.00,0
2,113507,有機火龍果,３５０ｇ,粒,59.00,0
2,120144,蜜糖百香果,６００ｇ,袋,89.00,0
2,124211,百香果（捷）,２００ｇ,盒,49.00,0
2,124212,蜜糖百香果（捷）,２００ｇ,盒,49.00,0
2,124214,高山甜柿（捷）,２００ｇ,粒,49.00,0
2,124215,白肉火龍果（捷）,３００ｇ,粒,49.00,0
2,124216,紅肉火龍果（捷）,３００ｇ,粒,49.00,0
2,124218,木瓜（捷）,３００ｇ,粒,49.00,0
2,124220,梨山蜜蘋果（捷）,１８０ｇ,盒,78.00,0
2,124219,梨山青龍蜜蘋果（捷）,１８０ｇ,盒,78.00,0
2,120145,特級富有柿,３００ｇ,粒,79.00,0
2,120147,富有柿（盒）,４入／７２０ｇ,盒,129.00,0
2,112032,履歷巨峰葡萄,３５０ｇ,盒,119.00,0
2,120148,梨山蜜蘋果,４５０ｇ,盒,159.00,0
2,112036,履歷富有柿,３５０ｇ,粒,90.00,0
2,120012,雪梨（盒）,５粒／約１．２ｋｇ,粒,139.00,0
2,120014,台灣鳳梨１．２ｋｇ,１．２ｋｇ,粒,66.00,0
2,120015,台灣鳳梨１．５ｋｇ,１．５ｋｇ,粒,72.00,0
2,116041,愛文芒果（Ｐ）,３５０ｇ,粒,145.00,0
2,116049,台灣枇杷（Ｐ）,４００ｇ,盒,150.00,0
2,120158,百香果（盒）,４５０ｇ,盒,89.00,0
2,113704,有機轉型期紅龍果,約６００ｇ,盒,99.00,0
2,113705,有機轉型期紅龍果2入,２入／９００ｇ,盒,149.00,0
2,120172,大目釋迦（Ｐ）,５００ｇ以上,粒,109.00,0
2,112051,履歷吉利市甜柿(大),２入／約８００ｇ,盒,258.00,0
2,110043,龍眼,約１ｋｇ,袋,109.00,0
2,113801,斗六文旦,４５０ｇ,粒,89.00,0
2,113802,麻豆40年老欉文旦,４５０ｇ,粒,79.00,0
2,113803,斗六老欉文旦,５５０ｇ,粒,65.00,0
2,113804,鶴岡老欉文旦,４５０ｇ,粒,89.00,0
2,113805,鶴岡老欉文旦(地採),４５０ｇ,粒,65.00,0
2,124034,釋迦／ＫＧ,件／１２ｋｇ,公斤,120.00,0
2,124040,筆柿,３５０ｇ,盒,42.00,0
2,116043,大目釋迦（Ｐ）,５００ｇ,粒,145.00,0
2,196060,（醫）火龍果,約３５０ｇ,粒,27.00,0
2,196061,（醫）紅柿,公斤,ｋｇ,75.00,0
2,196062,（醫）富有柿,約２４０ｇ,粒,35.00,0
2,110086,小桃太郎蕃茄,公斤,盒,100.00,0
2,110079,草莓（大）,約４５０ｇ,盒,119.00,0
2,110081,草莓（小）,約１５０ｇ,盒,85.00,0
2,110080,草莓（中）,約２５０ｇ,盒,129.00,0
2,110682,草莓（特）,約６００ｇ,公克,289.00,0
2,110683,草莓（大Ｂ）,約２５０Ｇ,盒,109.00,0
2,110075,子彈蓮霧,４～８粒／６００ｇ,盒,139.00,0
2,110085,小蕃茄,約６００ｇ,盒,79.00,0
2,110078,甘蔗,６～７支,包,50.00,0
2,110505,白翠玉蓮霧,公斤,公斤,210.00,0
2,110071,珍珠芭樂,３～５粒／約１ｋｇ,袋,115.00,0
2,110070,國產紅棗,約３００ｇ,盒,89.00,0
2,110067,紅肉李,８～１０粒／約６００ｇ,盒,105.00,0
2,110065,香檳李,３００ｇ,盒,75.00,0
2,110066,桃接李,約６００ｇ,盒,68.00,0
2,110069,泰安李,約６００ｇ,盒,69.00,0
2,110076,蜜棗子,１２～１６粒／約１．２ｋｇ,袋,99.00,0
2,110077,蜜棗（盒）,５～７粒／約５５０ｇ,盒,69.00,0
2,110068,黃肉李,５００ｇ,盒,70.00,0
2,110083,黃金蕃茄,５５０ｇ,盒,78.00,0
2,110506,黑珍珠蓮霧,盒,盒,270.00,0
2,110463,新鮮桑椹,３００ｇ,盒,59.00,0
2,110084,聖女蕃茄,約５５０ｇ,盒,99.00,0
2,110498,蜜絲棗子,公斤,公斤,190.00,0
2,110082,嬌女蕃茄,約５５０ｇ,盒,45.00,0
2,110074,蓮霧,５～８粒／約６００ｇ,盒,98.00,0
2,110501,韓國迷你小蕃茄,６００ｇ,盒,59.00,0
2,110670,鮮美紅棗（大）,約６００ｇ,盒,120.00,0
2,110684,鮮美養生番茄,約６００ｇ,盒,98.00,0
2,110633,玉女小番茄,約５５０ｇ,盒,169.00,0
2,110687,養生紅肉李,約５００ｇ（箱／２５盒）,盒,75.00,0
2,110644,紅心芭樂,２粒／約８００ｇ,盒,99.00,0
2,110671,紅心芭樂（袋裝）,３～５粒／約１。２ｋｇ,袋,89.00,0
2,110672,巴掌蓮霧,ｋｇ,公斤,250.00,0
2,110673,鮮紅棗（欣欣）,約３００ｇ,盒,69.00,0
2,110674,翡翠珍珠芭樂,約７００～８５０ｇ,盒,59.00,0
2,110675,鑽石紅心芭樂,約７００～８５０ｇ,盒,52.00,0
2,110680,養生珍珠蕃茄,約４５０ｇ,盒,99.00,0
2,116601,善美的特選櫻桃５００,約５００ｇ,盒,249.00,0
2,116071,珍珠芭樂（產地直送）,３～４粒／約１‧２ｋｇ,袋,39.00,0
2,112000,玉女蕃茄（產銷履歷）,約６００ｇ,盒,159.00,0
2,116074,蓮霧（ｉｍａｒｔ）,５ｋｇ／箱,公斤,350.00,0
2,116604,善美的玉女蕃茄,約６００ｇ,盒,169.00,0
2,110738,台灣仙桃,約４００ｇ,盒,69.00,0
2,110739,台灣楊梅果,約１５０ｇ,粒,59.00,0
2,110745,阿蓮珍珠芭樂,約３００ｇ,粒,20.00,0
2,110749,彰化二水珍珠芭樂,約２８０～３１０ｇ,粒,16.00,0
2,110750,嘉義珍珠芭樂,約２１ｋｇ／件,公斤,52.00,0
2,110758,鮮採小蕃茄＿梅子口味,１８５ｇ,盒,35.00,0
2,110759,彰化紅心芭樂,２～３粒／７５０～８００ｇ,袋,90.00,0
2,118103,燕巢牛奶芭樂（粒）,５００～６００ｇ,粒,45.00,0
2,110764,珍珠芭樂＿吉園圃,２～３粒／６００ｇ,包,61.00,0
2,118104,燕巢牛奶芭樂＿雙顆裝,２粒／７５０～８００ｇ,袋,78.00,0
2,110765,馬拉邦山牛奶蕃茄,６００ｇ,盒,89.00,0
2,118105,燕巢牛奶芭樂（３入）,８００ｇ,袋,79.00,0
2,110770,蜜蕃茄６００ｇ,６００ｇ,盒,165.00,0
2,110782,雙色小蕃茄,６００ｇ,盒,129.00,0
2,110783,橙蜜香蕃茄～產銷履歷,６００ｇ,盒,98.00,0
2,112009,蜜紅小蕃茄（履歷）,６００ｇ,盒,148.00,0
2,119494,聖女蕃茄（進貨）,ｋｇ,公斤,80.00,0
2,119495,黃金蕃茄（進貨）,ｋｇ,公斤,80.00,0
2,110784,聖女蕃茄（秤重）,ｋｇ,公斤,85.00,0
2,110785,黃金蕃茄（秤重）,ｋｇ,公斤,85.00,0
2,112014,小紅蕃茄（產銷履歷）,３００ｇ,盒,49.00,0
2,110794,蜜蕃茄３００ｇ,３００ｇ,盒,99.00,0
2,110796,橙蜜香蕃茄（產銷履歷,３００ｇ,盒,65.00,0
2,113504,迷你有機草莓,１４０ｇ,盒,159.00,0
2,113505,嚴選有機草莓,１４０ｇ,盒,130.00,0
2,120103,珍寶蜜棗,６００ｇ,袋,99.00,0
2,120102,金童玉女蕃茄,３００ｇ,盒,89.00,0
2,120131,紅棗,２００ｇ,盒,85.00,0
2,124206,珍珠芭樂（捷）,２５０ｇ,粒,39.00,0
2,124209,聖女蕃茄（捷）,２５０ｇ,盒,89.00,0
2,124210,玉女蕃茄（捷）,２５０ｇ,盒,99.00,0
2,124213,蓮霧（捷）,１５０ｇ,盒,69.00,0
2,124217,牛奶蜜棗（捷）,２５０ｇ,盒,89.00,0
2,112033,履歷聖女番茄,４００ｇ,盒,99.00,0
2,112037,履歷玉女番茄,約４００ｇ,盒,139.00,0
2,120149,黑珍珠蓮霧,約５００ｇ,盒,145.00,0
2,120013,玉女小蕃茄,約３００ｇ,盒,109.00,0
2,112040,蜜蕃茄(履歷)300g,３００ｇ,盒,89.00,0
2,120016,燕巢芭樂,２入／約６００ｇ,盒,79.00,0
2,116042,巴掌蓮霧（Ｐ）,１２０ｇ,粒,45.00,0
2,112043,玉女番茄(履歷),３００ｇ,盒,119.00,0
2,120018,台灣牛奶蕃茄,４５０ｇ,盒,99.00,0
2,121000,阿蓮芭樂,２入／６００ｇ,盒,90.00,0
2,113807,珍珠芭樂（善美的）,３～５粒／約１．２ＫＧ,袋,93.00,0
2,121001,光波芭樂,２入／６００ｇ,盒,90.00,0
2,120019,聖女蕃茄(直採),４５０ｇ,盒,69.00,0
2,112045,鹽地蕃茄(履歷),６００ｇ,盒,99.00,0
2,120168,玫瑰蕃茄,３００ｇ,盒,119.00,0
2,120171,特選蓮霧（Ｐ）,４～５入／５５０ｇ,盒,159.00,0
2,112049,有機珍珠芭樂,２～４入／袋,公斤,139.00,0
2,120175,聖女蕃茄300g,３００ｇ,盒,69.00,0
2,120024,橙蜜香小蕃茄,約５５０ｇ,盒,99.00,0
2,120026,彩色蕃茄,約３００ｇ,盒,190.00,0
2,110072,世紀芭樂,公斤,公斤,40.00,0
2,124028,珍珠芭樂／ＫＧ,件／２０ｋｇ,公斤,88.00,0
2,124032,蜜棗子／ＫＧ,件／１２ｋｇ,公斤,75.00,0
2,124033,小蕃茄／ＫＧ,件／１２ｋｇ,公斤,115.00,0
2,112020,珍珠芭樂（履歷）,約６００ｇ,盒,90.00,0
2,120108,愛文芒果（台南）,約２５０ｇ以上／粒,粒,27.00,0
2,120110,珍珠芭樂（４入裝）,４入／約１．１ｋｇ,盒,79.00,0
2,112031,芭樂（產銷履歷）,２～３入／約７５０ｇ,袋,92.00,0
2,112034,珍珠芭樂（產銷履歷）,４００ｇ,粒,59.00,0
2,119802,珍珠芭樂（進貨）,ｋｇ,公斤,60.00,0
2,196100,（醫）小蕃茄,公斤,ｋｇ,90.00,0
2,196101,（醫）芭樂,公斤,ｋｇ,29.00,0
2,196102,（醫）棗子,約１４０ｇ,個,17.00,0
2,196103,（醫）甜桃,約１２５ｇ,個,12.00,0
2,196104,（醫）草莓,公斤,ｋｇ,220.00,0
2,196105,（醫）楊桃,公斤,ｋｇ,55.00,0
2,196106,（醫）蓮霧,公斤,ｋｇ,95.00,0
2,110509,大西瓜切片,ｋｇ,公斤,45.00,0
2,110087,國產木瓜,６００ｇ,粒,108.00,0
2,110090,紅鈴西瓜,約２５００ｇ,粒,89.00,0
2,110668,甜美人西瓜,２．５ｋｇ以上,粒,89.00,0
2,110669,溫室美濃瓜,約３５０ｇ／粒,公斤,289.00,0
2,110517,英倫西瓜,６ｋｇ以上,粒,245.00,0
2,117113,馬來西亞西瓜,５．５ｋｇ,粒,269.00,0
2,116087,日昇木瓜～ｉｍａｒｔ,約４３０ｇ（１３～１４粒／箱）,粒,82.00,0
2,110100,狀元哈蜜瓜,１．２ｋｇ,粒,85.00,0
2,110094,美濃瓜,２粒／約６００ｇ,盒,87.00,0
2,110102,新疆哈蜜瓜,１ｋｇ,粒,89.00,0
2,110099,網狀哈蜜瓜,１．２ｋｇ以上,粒,99.00,0
2,110098,蜜世界洋香瓜,約１．１ｋｇ,粒,99.00,0
2,110472,哈密瓜禮盒（預購）,１．４ｋｇ,粒,850.00,0
2,110097,藍寶石洋香瓜,１．２ｋｇ,粒,119.00,0
2,110700,進口蜜世界洋香瓜,約１‧５ｋｇ,粒,189.00,0
2,116094,美濃瓜（大）產地直送,約５５０ｇ以上,粒,49.00,0
2,116651,美濃瓜（產地直送）,約４００ｇ,粒,39.00,0
2,116099,網狀哈蜜瓜ｉｍａｒｔ,約２ｋｇ,粒,289.00,0
2,110735,龍井農會御賞西瓜,約４‧８～６ｋｇ,粒,259.00,0
2,110736,龍井農會西瓜（大）,約４‧２ｋｇ以上,粒,349.00,0
2,110737,龍井農會西瓜,約３ｋｇ以上,粒,268.00,0
2,110740,特選花東大西瓜,約１５ｋｇ,粒,525.00,0
2,110741,花東大西瓜１／２切,ｋｇ,公斤,48.00,0
2,110742,花東大西瓜切盤,盤,公斤,55.00,0
2,110751,嘉義木瓜,約７００ｇ,粒,52.00,0
2,124022,履歷紅肉木瓜（雲）,７００ｇ,粒,57.00,0
2,124023,履歷青木瓜～雲林物流,６００ｇ,粒,39.00,0
2,120140,哈密瓜（阿露斯）,１．２ｋｇ,粒,728.00,0
2,120146,美濃瓜（直採）,６００ｇ,盒,85.00,0
2,110088,大西瓜,９ｋｇ以上,粒,379.00,0
2,110089,小玉西瓜,約３ｋｇ,粒,165.00,0
2,110093,進口無子西瓜,約５‧５ｋｇ,粒,269.00,0
2,110091,黑美人西瓜,約２．５ｋｇ,粒,69.00,0
2,110092,鳳光西瓜,約６ｋｇ,粒,129.00,0
2,110747,黑玉山紅肉西瓜,約３ｋｇ以上,公斤,28.00,0
2,124052,大西瓜１／２切,ｋｇ,公斤,45.00,0
2,124053,大西瓜１／４切,ｋｇ,公斤,45.00,0
2,124054,大西瓜１／６切,ｋｇ,公斤,45.00,0
2,124068,花東大西瓜１／８切,ｋｇ,公斤,48.00,0
2,124065,大西瓜１／８切,ｋｇ,公斤,45.00,0
2,124066,花東大西瓜１／４切,ｋｇ,公斤,48.00,0
2,124067,花東大西瓜１／６切,ｋｇ,公斤,48.00,0
2,124069,小玉西瓜直採１／２,ｋｇ,公斤,65.00,0
2,116101,哈蜜瓜（特級）,約１．５ｋｇ（件／１０ｋｇ／６入）,粒,99.00,0
2,110760,小玉西瓜（產地直採）,３ｋｇ以上,粒,109.00,0
2,110761,小玉西瓜＿大（直採）,５ｋｇ以上,粒,129.00,0
2,124031,哈密瓜／ＫＧ,件／１２ｋｇ,公斤,85.00,0
2,124035,木瓜／ＫＧ,件／１２ｋｇ,公斤,79.00,0
2,112038,小春蜜木瓜～產銷履歷,約３００ｇ,條,85.00,0
2,112041,小玉西瓜（履歷）,３ｋｇ,粒,129.00,0
2,196200,（醫）木瓜,公斤,ｋｇ,50.00,0
2,196201,（醫）大西瓜,公斤,ｋｇ,35.00,0
2,196202,（醫）小玉西瓜,公斤,ｋｇ,28.00,0
2,196203,（醫）美濃瓜,公斤,ｋｇ,105.00,0
2,196204,（醫）洋香瓜,公斤,ｋｇ,60.00,0
2,196205,（醫）哈蜜瓜,公斤,ｋｇ,75.00,0
2,116047,溫室巨峰葡萄禮（Ｐ）,１．８ｋｇ,盒,499.00,0
2,113500,有機香檬,約４００ｇ,盒,69.00,0
2,113501,有機鳳梨,約８００ｇ,粒,99.00,0
2,113502,有機甜美人西瓜,約８００ｇ,粒,89.00,0
2,113503,有機玉女小蕃茄,約５００ｇ,盒,179.00,0
2,113508,有機香蕉,６００ｇ,包,59.00,0
2,113509,有機木瓜,６００ｇ,粒,65.00,0
2,113510,有機檸檬,５００ｇ,袋,65.00,0
2,113511,有機無子檸檬,５００ｇ,袋,69.00,0
2,113512,有機柳丁,５００ｇ,袋,39.00,0
2,113701,有機轉型期木瓜,６００ｇ,粒,65.00,0
2,113702,有機轉型期檸檬,５００ｇ,袋,65.00,0
2,113703,有機轉型期香蕉,６００ｇ,包,59.00,0
2,110106,紅毛丹,公斤,盒,189.00,0
2,110114,泰國去皮椰子,約２７０ｇ／＃３２,粒,29.00,0
2,110105,泰國山竹,公斤,盒,189.00,0
2,110115,泰國龍眼,６００ｇ,公斤,95.00,0
2,110103,進口火龍果,約５００ｇ,粒,59.00,0
2,110104,榴槤（金枕頭）,約２‧４ｋｇ,粒,299.00,0
2,110109,韓國富士蘋果,２粒／約５００ｇ,盒,75.00,0
2,110110,韓國新高梨,約５５０ｇ,粒,79.00,0
2,117111,泰國去皮椰子＃３２,約４２０ｇ,粒,49.00,0
2,117112,越南去皮椰子＃３２,４５０ｇ,粒,48.00,0
2,117114,泰國金枕頭榴槤,２．２ｋｇ,粒,499.00,0
2,117110,韓國梨（盒）,２粒／約７５０ｇ,盒,169.00,0
2,117115,泰國即飲椰子,４００ｇ,粒,299.00,0
2,117508,泰國去皮椰子#24,約５２０ｇ,粒,50.00,0
2,117509,泰國去皮椰子#40,約３１０ｇ,粒,39.00,0
2,117473,越南火龍果＃１８,４５０ｇ,粒,95.00,0
2,110630,進口鳳梨,約１ｋｇ,支,78.00,0
2,117500,菲律賓火山鳳梨,１．２ｋｇ,粒,89.00,0
2,110121,日本廿世紀梨,約３００ｇ,粒,159.00,0
2,110124,日本水蜜桃,約２００ｇ,粒,270.00,0
2,110116,日本世界一蘋果＃１１,#１１～１２／約４３０ｇ,粒,199.00,0
2,110126,日本巨峰（貓眼）葡萄,約１‧８ｋｇ,盒,1590.00,0
2,110119,日本金星蘋果,約３００ｇ（＃３２）,粒,85.00,0
2,116116,日本世界一蘋果（大）,約４００ｇ,粒,235.00,0
2,117360,日本蜜富士蘋果禮盒,盒,盒,858.00,0
2,117359,日本套袋富士蘋果禮盒,盒,盒,816.00,0
2,117361,日本金星蘋果禮盒,盒,盒,816.00,0
2,110170,日本柿田市干,２００ｇ,包,159.00,0
2,110122,日本晚三吉梨,約３００ｇ,粒,317.00,0
2,110117,日本陸奧蘋果,約３５０ｇ,粒,89.00,0
2,110118,日本富士蘋果（特級）,＃３２／約３００ｇ,粒,69.00,0
2,110435,日本蜜富士蘋果,約２５０ｇ（箱／４０入）,粒,35.00,0
2,110127,日本無子葡萄,約１ｋｇ,盒,700.00,0
2,110120,日本王林蘋果,＃３２／約３００ｇ,粒,75.00,0
2,110464,日本黃王蘋果,２粒／約７００ｇ,粒,159.00,0
2,110128,進口網狀洋香瓜,約２ｋｇ,粒,199.00,0
2,110123,日本蜜柑,約８０～１００ｇ,粒（袋）,150.00,0
2,110125,進口富有柿,約４００ｇ,粒,155.00,0
2,116118,日本富士蘋果大＃２４,約４２０ｇ（２４粒／１０ｋｇ）,粒,139.00,0
2,116435,日本套袋富士蘋果,約３５０ｇ（２８粒／箱）,粒,109.00,0
2,116123,日本蜜柑（盒裝）,１５入／約１‧２ｋｇ,盒,990.00,0
2,110586,日本黃綠紅蘋果,３粒,袋,99.00,0
2,111125,日本富有（甜）柿,約４００ｇ,粒,120.00,0
2,111120,日本青葡萄,ｋｇ,公斤,900.00,0
2,111121,日本鳥取梨,約６００ｇ,粒,299.00,0
2,111122,日本日田梨,約６００ｇ,粒,169.00,0
2,111123,日本南水梨,約５００ｇ（件／５ｋｇ／１０粒）,粒,199.00,0
2,111103,日本溫室哈密瓜－預購,約１‧２ｋｇ,粒,1900.00,0
2,110701,日本土岐蘋果ＴＯＫＩ,約２１０ｇ（箱／４６粒）,粒,49.00,0
2,117300,日本套袋富士蘋果２８,約３２０ｇ,粒,126.00,0
2,117301,日本蜜富士蘋果＃３２,約２８０ｇ,粒,75.00,0
2,117302,日本弘前＃３６,約２５０ｇ,粒,52.00,0
2,117303,日本蜜富士蘋果＃４０,約２３０ｇ,粒,59.00,0
2,117304,日本富士蘋果＃４６,約２１０ｇ（箱／４６粒）,粒,45.00,0
2,117310,日本王林蘋果＃４０,約２３０ｇ,粒,52.00,0
2,117311,日本王林蘋果＃４６,約２１０ｇ（箱／４６粒）,粒,45.00,0
2,117315,日本世界一蘋果＃９,約５４０ｇ（箱／９粒）,粒,185.00,0
2,117316,日本世界一蘋果＃１０,約４９０ｇ（箱／１０粒）,粒,165.00,0
2,117317,日本世界一蘋果＃１２,約３８０ｇ,粒,168.00,0
2,117320,日本陸奧蘋果＃３２,約２８０ｇ,粒,89.00,0
2,117321,日本陸奧蘋果＃３６,約２７０ｇ（箱／３６粒）,粒,79.00,0
2,117325,日本金星蘋果＃３２,約２８０ｇ,粒,59.00,0
2,117326,日本金星蘋果＃３６,約２７０ｇ（箱／３３粒）,粒,49.00,0
2,117322,日本陸奧蘋果＃１２,約４００ｇ（箱／１２粒）,粒,109.00,0
2,117323,日本陸奧蘋果＃１３,約３８０ｇ（箱／１３粒）,粒,119.00,0
2,117324,日本陸奧蘋果＃１４,約３５０ｇ（箱／１４粒）,粒,109.00,0
2,117331,日本土歧蘋果＃３６,約２５０ｇ,粒,49.00,0
2,117332,日本土歧＃４０,約２３０ｇ,粒,55.00,0
2,117312,日本王林蘋果＃３６,約２５０ｇ,粒,52.00,0
2,117814,義～黃金奇異果＃７４,約７０ｇ,粒,20.00,0
2,117318,日本世界一蘋果＃８,約６００ｇ,粒,199.00,0
2,117319,日本世界一蘋果＃１１,約４４０ｇ,粒,135.00,0
2,117327,日本金星蘋果＃４０,約２４０ｇ,粒,45.00,0
2,117305,日本蜜富士蘋果＃２８,３２０ｇ,粒,133.00,0
2,117314,日本世界一＃１３,３５０ｇ,粒,109.00,0
2,117306,日本套袋富士蘋果３２,２８０ｇ,粒,75.00,0
2,117328,日本黃王#40,２３０ｇ,粒,52.00,0
2,117329,日本津輕#40,２３０ｇ,粒,52.00,0
2,117330,日本弘前#40,２３０ｇ,粒,52.00,0
2,117334,日本紅顏姬＃３６,２５０ｇ,粒,52.00,0
2,117333,日本紅顏姬＃４０,２３０ｇ,粒,52.00,0
2,117307,日本套袋富士2入,２入／５６０ｇ,盒,255.00,0
2,117308,日本金星蘋果2入,２入／５６０ｇ,盒,239.00,0
2,117309,日本陸奧蘋果2入,２入／５６０ｇ,盒,219.00,0
2,117313,日本蜜富士#36,２５０ｇ,粒,52.00,0
2,117335,日本金星#28,約３２０ｇ,粒,126.00,0
2,117336,日本陸奧#24,約３８０ｇ,粒,195.00,0
2,116044,日本哈蜜瓜（Ｐ）,１．５ｋｇ,粒,2500.00,0
2,116045,日本巨峰葡萄（Ｐ）,２ｋｇ,盒,3999.00,0
2,116048,日本蜜柑（Ｐ）,３００ｇ,盒,450.00,0
2,117122,日本愛媛蜜柑,４５０ｇ,盒,159.00,0
2,117339,日本名月蘋果#40,２３０ｇ,粒,70.00,0
2,117337,日本王林蘋果#28,３２０ｇ,粒,107.00,0
2,117338,日本名月蘋果#28,３２０ｇ,粒,115.00,0
2,117340,日本弘前富士蘋果#28,３２０ｇ,粒,107.00,0
2,117341,日本紅顏姬蘋果#28,３２０ｇ,粒,115.00,0
2,117342,日本大紅榮蘋果#28,３２０ｇ,粒,159.00,0
2,117343,日本套袋富士蘋果#40,２３０ｇ,粒,93.00,0
2,117345,日本櫻桃蘋果,３００ｇ,盒,289.00,0
2,117133,日本麝香葡萄#8房,６００ｇ,盒,1155.00,0
2,117134,日本麝香葡萄#6房,７５０ｇ,盒,1388.00,0
2,117132,日本貓眼葡萄#6房,７５０ｇ,盒,1155.00,0
2,117131,日本貓眼葡萄#8房,６００ｇ,盒,920.00,0
2,117135,日本鳥取梨#10,４５０ｇ,粒,230.00,0
2,117136,日本南水梨#10,４５０ｇ,粒,288.00,0
2,117127,日本和歌山水蜜桃#12,２９０ｇ,粒,420.00,0
2,117128,日本和歌山水蜜桃#13,２７０ｇ,粒,380.00,0
2,117129,日本和歌山水蜜桃#14,２５０ｇ,粒,346.00,0
2,117106,日本山梨水蜜桃#12,３７０ｇ,粒,519.00,0
2,117107,日本山梨水蜜桃#13,３４０ｇ,粒,470.00,0
2,117108,日本山梨水蜜桃#14,３２０ｇ,粒,428.00,0
2,117344,日本世界一蘋果#14,３２０ｇ,粒,199.00,0
2,117123,日本白色戀人(特大),５００ｇ,粒,1619.00,0
2,117124,日本白色戀人(大),５００ｇ,粒,1388.00,0
2,117125,日本草莓(特大),５００ｇ,粒,1388.00,0
2,117126,日本草莓(大),５００ｇ,粒,1155.00,0
2,117346,日本名月蘋果#32,２８０ｇ,粒,98.00,0
2,117347,日本蜜富士蘋果2入,２入／５６０ｇ,盒,249.00,0
2,120152,日本草莓禮盒,２包／約６００ｇ,盒,1050.00,0
2,110143,進口水蜜桃,約１５０ｇ,盒,59.00,0
2,117358,美國富士蘋果禮盒,盒,盒,358.00,0
2,110157,進口葡萄柚,約３００ｇ,粒,15.00,0
2,110156,佛卅紅肉葡萄柚,約２８０ｇ（件／５６粒）,粒,16.00,0
2,119160,佛卅紅肉葡萄柚,４粒,公斤,79.00,0
2,110160,南非香吉士,４粒,袋,60.00,0
2,110144,進口甜桃,４～６粒／約６００ｇ,盒,109.00,0
2,110164,智利紅櫻桃（海運）,約６００ｇ,盒,199.00,0
2,110167,美國石榴,＃３０／約３００ｇ,粒,45.00,0
2,110161,美國綠西洋梨,６粒／９００ｇ,盒,79.00,0
2,110145,進口水蜜桃,５粒／約１ｋｇ,盒,109.00,0
2,110136,美國金冠蘋果,４粒／約８００ｇ,盒,89.00,0
2,110152,進口青葡萄,約５００ｇ,盒,119.00,0
2,110132,美國青龍富士蘋果（大,粒,粒,30.00,0
2,110134,美國青龍富士蘋果（小,６粒,袋,85.00,0
2,110133,美國青龍富士蘋果（中,,粒,30.00,0
2,110162,進口紅西洋梨,６粒／約９００ｇ,盒,79.00,0
2,110147,進口紅李,６粒／約６００ｇ,盒,75.00,0
2,110163,進口櫻桃海運３００ｇ,約３００ｇ,盒,139.00,0
2,119163,美國香吉士１３８粒,６粒,袋,56.00,0
2,110149,美國恐龍蛋,５粒,粒,78.00,0
2,110129,美國富士蘋果（大）,約３００ｇ,粒,39.00,0
2,119133,美國富士蘋果（大）,７２粒,件,1522.00,0
2,110131,美國富士蘋果（小）,約１５０ｇ,粒,15.00,0
2,110130,美國富士蘋果（中）,約２７０ｇ,粒,32.00,0
2,110153,香檳無子葡萄,約４５０ｇ,盒,199.00,0
2,110146,進口黑李,６粒／約６００ｇ,盒,90.00,0
2,119150,美國黑李,＃７０,件,897.00,0
2,110148,進口綠李,４粒／約５００ｇ,盒,99.00,0
