2,110141,進口翠玉青蘋果,４粒／約６５０ｇ,盒,65.00,0
2,110166,進口蜜棗９０〞,約６００ｇ,盒,129.00,0
2,110142,美國蟠桃,２粒／約３００ｇ,盒,139.00,0
2,110462,桔橙,４粒,盒,56.00,0
2,110465,進口ｇａｌａ蘋果,６粒,袋,75.00,0
2,110150,進口紅葡萄,約５００ｇ,盒,149.00,0
2,110139,智利富士蘋果（大）,２粒／約６００ｇ,盒,99.00,0
2,110140,智利富士蘋果（中）,約２２０ｇ,粒,22.00,0
2,110151,進口黑葡萄,約５００ｇ,盒,119.00,0
2,110135,美國ｇａｌａ蘋果,７粒／約１．１ｋｇ,袋,89.00,0
2,110137,進口五爪蘋果,４粒 ／約９００ｇ,盒,89.00,0
2,110489,進口奇異果,６粒／５００ｇ,袋,75.00,0
2,110165,進口草莓,約３００ｇ,盒,169.00,0
2,110469,進口萊姆,４粒,盒,49.00,0
2,110631,進口藍莓,約１２５ｇ,盒,129.00,0
2,110648,塔斯馬尼亞櫻桃,約３００ｇ,盒,199.00,0
2,116164,進口白櫻桃（原裝空運,約４５０ｇ,盒,249.00,0
2,116167,美國石榴（大）＃２０,約５５０ｇ（件／２０粒／１１ｋｇ）,粒,85.00,0
2,116163,紐西蘭紅櫻桃（空運）,約３５０ｇ,盒,249.00,0
2,116129,特級美國富士＃７２,３入／約８３０ｇ,盒,85.00,0
2,116131,特級美國富士＃５６,２入／約７００ｇ,盒,129.00,0
2,116130,特級美國富士＃６４,３入／約９００ｇ,盒,159.00,0
2,117163,美國櫻桃,約４５０ｇ,盒,255.00,0
2,110649,蟠桃（原裝空運）,約４５０ｇ（盒／４入）,盒,189.00,0
2,117142,美國蟠桃,３～４入／４００ｇ,盒,225.00,0
2,110652,進口水蜜桃（空運）,約２２０ｇ,粒,75.00,0
2,110653,尚選美國水蜜桃,約２７０～３１０ｇ,粒,120.00,0
2,110654,精選白櫻桃,約５００ｇ,公斤,600.00,0
2,110655,精選紅櫻桃,約５００ｇ,公斤,400.00,0
2,117150,美國原裝紅無籽葡萄,約９００ｇ,盒,162.00,0
2,117151,美國原裝黑無籽葡萄,約９００ｇ,盒,162.00,0
2,117152,美國原裝青無籽葡萄,約９００ｇ,盒,162.00,0
2,117171,美國葡萄～雙色（原裝,約９００ｇ（箱／１０盒）,盒,169.00,0
2,117200,美國富士蘋果＃４８,約４００ｇ（箱／４８粒）,粒,49.00,0
2,117201,華盛頓富士＃５６,約３２０ｇ,粒,60.00,0
2,117202,華盛頓富士＃６４,約２８０ｇ,粒,42.00,0
2,117203,美國富士蘋果＃７２,約２６０ｇ（箱／７２粒）,粒,28.00,0
2,117204,美國富士蘋果＃８０,約２４０ｇ（箱／８０粒）,粒,22.00,0
2,117205,華盛頓富士＃８８,約２００ｇ,粒,31.00,0
2,117206,美國富士蘋果＃１００,約１９０ｇ（箱／１００粒）,粒,16.00,0
2,117207,美國富士蘋果＃１１３,約１６０ｇ（箱／１１３粒）,粒,14.00,0
2,117208,華盛頓富士＃１２５,約１４０ｇ,粒,17.00,0
2,117209,美國富士蘋果＃１３８,約１３５ｇ（箱／１３８粒）,粒,13.00,0
2,117710,義大利進口奇異果２５,約１１０ｇ,粒,27.00,0
2,117711,義大利奇異果＃３６,約８５ｇ（箱／３６粒）,粒,10.00,0
2,117712,義大利奇異果＃１１０,約８５ｇ,粒,11.00,0
2,117720,法國奇異果＃３３,約９５ｇ（箱／３３粒）,粒,9.00,0
2,117721,法國奇異果＃３６,約９０ｇ（箱／３６粒）,粒,14.00,0
2,117220,美國白甜桃,５入／約６００ｇ,盒,119.00,0
2,117810,義大利黃金奇異果２５,約１２５ｇ（箱／２５粒）,粒,39.00,0
2,117811,義大利黃金奇異果２７,約１１０ｇ（箱／２７粒）,粒,34.00,0
2,117812,義大利進口黃金奇異果,約９５ｇ（箱／３３粒）,粒,26.00,0
2,117813,義大利黃金奇異果３６,約９０ｇ（箱／３６粒）,粒,22.00,0
2,117210,美國紅李,６入／約６００ｇ,粒,35.00,0
2,117211,美國黑李,６入／約６００ｇ,盒,129.00,0
2,117212,美國蜜棗,４５０ｇ,盒,27.00,0
2,117213,美國玫瑰富士＃８０,約２４０ｇ（箱／８０粒）,粒,24.00,0
2,117214,美國玫瑰富士＃８８,約２１５ｇ（箱／８８粒）,粒,21.00,0
2,115665,美國櫻桃空運３００ｇ,約３００ｇ,盒,145.00,0
2,115666,美國櫻桃空運６００ｇ,約６００ｇ,盒,285.00,0
2,115163,美國櫻桃海運３００ｇ,約３００ｇ,盒,109.00,0
2,115164,美國紅櫻桃（海運）,約６００ｇ,盒,209.00,0
2,110665,智利櫻桃空運３００ｇ,約３００ｇ,盒,169.00,0
2,110666,智利紅櫻桃（空運）,約６００ｇ,盒,329.00,0
2,116168,紐西蘭櫻桃空６００ｇ,約６００ｇ,盒,389.00,0
2,117160,美國甜橙＃１３８,約１３０ｇ,粒,12.00,0
2,117161,美國甜橙＃７２,約２５０ｇ,粒,25.00,0
2,117162,進口柳橙＃１００,約２００ｇ（箱／１００粒）,粒,11.00,0
2,117164,進口柳橙＃１２５,約１６０ｇ（箱／１２５粒）,粒,9.00,0
2,111141,智利富士蘋果（小）,約１６０ｇ,粒,13.00,0
2,117158,南非葡萄柚＃５５,約２４５ｇ,粒,29.00,0
2,117165,澳洲甜橙＃１３８,約１１５ｇ,粒,12.00,0
2,117166,澳洲柳橙＃８８,約１８０ｇ,粒,18.00,0
2,117143,美國白鳳桃,２入／約３５０ｇ,盒,145.00,0
2,117153,美國紅無籽葡萄,８ｋｇ／箱,公斤,239.00,0
2,117154,美國黑無籽葡萄,８ｋｇ／箱,公斤,239.00,0
2,117155,美國青無籽葡萄,８ｋｇ／箱,公斤,239.00,0
2,117159,南非甜橙＃１０５,約１３０ｇ,粒,12.00,0
2,117215,美國青蘋果＃１１３,約１４０ｇ,粒,18.00,0
2,117216,美國青蘋果＃１００,約１６０ｇ,粒,21.00,0
2,117172,美國石榴＃２２,約４００ｇ,粒,98.00,0
2,117173,美國石榴＃３０,約３００ｇ,粒,62.00,0
2,117174,美國石榴＃３２,約２８０ｇ,粒,62.00,0
2,117144,美國綠西洋梨＃７０,約２３０ｇ,粒,34.00,0
2,117145,美國綠西洋梨＃１００,約１６０ｇ,粒,15.00,0
2,117146,美國紅西洋梨＃７０,約２３０ｇ,粒,31.00,0
2,117147,美國紅西洋梨＃１００,約１６０ｇ,粒,16.00,0
2,117450,智利藍莓（小）,約１２５ｇ,盒,159.00,0
2,117451,智利進口藍莓（中）,約１７０ｇ,盒,199.00,0
2,117452,美國藍莓,約１２５ｇ,盒,139.00,0
2,117453,進口覆盆莓,約１７０ｇ,盒,155.00,0
2,117175,美國進口石榴,約２７００ｇ,箱,499.00,0
2,117176,美國進口石榴＃１４,約８５０ｇ,粒,119.00,0
2,117227,美國五爪蘋果＃８０,約２００ｇ,粒,22.00,0
2,117228,美國五爪蘋果＃７２,約２６０ｇ,粒,16.00,0
2,117229,美國五爪蘋果＃６４,約２９０ｇ,粒,18.00,0
2,117177,美國黃檸檬＃１４０,約１１５ｇ,粒,26.00,0
2,117454,進口蔓越莓,約３４０ｇ,袋,129.00,0
2,117157,進口柳橙＃８８,約２１０ｇ,粒,17.00,0
2,117713,義大利奇異果＃９５,約９０ｇ,粒,12.00,0
2,117260,法國富士蘋果＃１２５,約１５０ｇ,粒,12.00,0
2,118100,蘋果（粒）,約２２０ｇ,粒,18.00,0
2,117240,美國有機富士蘋果,４入／約７００ｇ,盒,159.00,0
2,117148,進口紅西洋梨＃８０,約２４０ｇ,粒,20.00,0
2,117140,美國波士頓梨＃７０,約２３０ｇ,粒,31.00,0
2,117178,美國葡萄柚＃５６,約２５０ｇ,粒,23.00,0
2,117179,美國紅肉甜橙＃８８,約１８０ｇ,粒,23.00,0
2,117180,美國葡萄柚＃６４,約２６０ｇ,粒,15.00,0
2,116700,加州柳橙（大）,６粒／１．２ｋｇ,袋,99.00,0
2,116701,加州柳橙（中）,６粒／９００ｇ,袋,75.00,0
2,116702,加州柳橙（小）,６粒／７００ｇ,袋,65.00,0
2,110752,智利富士蘋果６入＿福,６入／１００８ｇ,盒,198.00,0
2,110753,智利富士蘋果２入＿福,２入／５２０ｇ,盒,99.00,0
2,110754,智利富士截切蘋果,１５５ｇ,杯,39.00,0
2,117156,美國紅寶石葡萄,８ｋｇ／箱,公斤,239.00,0
2,110777,嚴選光波富士蘋果,１１３０ｇ／５粒,盒,239.00,0
2,110780,富士蘋果２入（福果）,６００ｇ,盒,99.00,0
2,110781,美國極光蘋果６入（福,１．２ｋｇ,盒,259.00,0
2,117815,義大利金圓頭２２,１２０ｇ,粒,46.00,0
2,117816,義大利金圓頭30,１００ｇ,粒,32.00,0
2,117817,義大利陽光金圓頭奇異,９５ｇ,粒,26.00,0
2,117714,義～奇異果１０１,９０ｇ,粒,13.00,0
2,117715,Ｚｅｓｐｒｉ奇異果,１２０ｇ,粒,22.00,0
2,117716,義大利奇異果（袋裝）,１ｋｇ,袋,145.00,0
2,110790,美國富士蘋果２入,６００ｇ,盒,71.00,0
2,110791,美國富士蘋果３入,８００ｇ,袋,99.00,0
2,110792,美國富士蘋果５入,５入／約１ｋｇ,袋,119.00,0
2,110793,美國富士蘋果７入,７入／約１ｋｇ,袋,103.00,0
2,120116,美國黃檸檬＃１４０,１１５ｇ,粒,26.00,0
2,117415,美國火龍蛋李,１１０ｇ,粒,15.00,0
2,124063,進口甜桃（粒）,１００ｇ,粒,16.00,0
2,120137,進口櫻桃,２００ｇ,盒,149.00,0
2,120138,進口水蜜桃,２６０ｇ,粒,109.00,0
2,117416,美國哈蜜瓜,２．４ｋｇ,粒,239.00,0
2,117149,美國蜜李,９０ｇ,粒,19.00,0
2,117242,美國有機蘋果113,２入／２８０ｇ,盒,89.00,0
2,117243,美國有機蘋果100,２入／３２０ｇ,盒,99.00,0
2,117244,美國有機蘋果88,２入／３６０ｇ,盒,105.00,0
2,117261,法國加拉蘋果＃１１２,１４５ｇ,粒,15.00,0
2,117262,法國富士112,１４５ｇ,粒,16.00,0
2,117245,美國有機蘋果大,２入／５３４ｇ,盒,155.00,0
2,117263,法國富士80,２００ｇ,粒,25.00,0
2,117246,法有機茱麗葉88,２入／３８８ｇ,盒,115.00,0
2,117247,法有機茱麗葉100,２入／３４２ｇ,盒,99.00,0
2,117248,法有機茱麗葉113,２入／３０３ｇ,盒,89.00,0
2,117709,義大利奇異果＃２３,約１１７ｇ,粒,27.00,0
2,117121,美國甜橙＃１６３,１００ｇ,粒,9.00,0
2,117349,智利富士蘋果,５００ｇ／盒,盒,129.00,0
2,117455,加拿大藍莓,１２５ｇ,盒,108.00,0
2,117439,智利套袋富士(盒),２入／５００ｇ,盒,149.00,0
2,117185,美國黑地球葡萄,８ＫＧ／箱,公斤,230.00,0
2,117184,美國紅地球葡萄,９ＫＧ／箱,公斤,180.00,0
2,117137,美國紅西洋梨#110,１４５ｇ,粒,16.00,0
2,117139,美國波士梨#110,１４５ｇ,粒,16.00,0
2,117138,美國綠西洋梨#110,１４５ｇ,粒,16.00,0
2,117217,華盛頓富士36,４５０ｇ,粒,86.00,0
2,117472,美國甜橙＃４８,３３０ｇ,粒,65.00,0
2,117470,智利櫻桃,約４５０ｇ,盒,369.00,0
2,117218,美國華盛頓富士蘋果,約６００ｇ,盒,127.00,0
2,117717,義大利奇異果30,約９０ｇ,粒,22.00,0
2,117408,美國藍莓（Ｐ）,約１７０ｇ,盒,139.00,0
2,117364,義大利奇異果禮盒,盒,盒,299.00,0
2,110461,美國甜橙（袋）,６入／７００ｇ,袋,65.00,0
2,110159,香吉士,８粒／約９００ｇ,袋,69.00,0
2,117181,美國紅葡萄（原裝盒）,４５０ｇ,盒,95.00,0
2,117182,美國黑葡萄（原裝盒）,４５０ｇ,盒,95.00,0
2,117183,美國青葡萄（原裝盒）,４５０ｇ,盒,95.00,0
2,124037,進口紅地球葡萄／ＫＧ,件／８ｋｇ,公斤,135.00,0
2,124041,美國富士蘋果＃５６,３３０ｇ,粒,42.00,0
2,124042,美國富士蘋果＃６４,３００ｇ,粒,37.00,0
2,124043,美國富士蘋果＃７２,２６０ｇ,粒,31.00,0
2,124044,美國富士蘋果＃８８,２２０ｇ,粒,23.00,0
2,124045,美國富士蘋果＃１２５,１５０ｇ,粒,15.00,0
2,196500,（醫）蘋果,約１２０ｇ,個,15.00,0
2,196501,（醫）加州李,約１１０ｇ,個,11.00,0
2,196502,（醫）奇異果,約８５ｇ,粒,7.00,0
2,196503,（醫）櫻桃,公斤,ｋｇ,400.00,0
2,117357,紐西蘭奇異果(袋),袋,袋,77.00,0
2,117362,韓國梨禮盒#8,８入,盒,998.00,0
2,117363,韓國梨禮盒#10,１０入,盒,798.00,0
2,110113,紐西蘭ＧＡＬＡ蘋果,＃１２０／粒／約１４５ｇ,粒,12.00,0
2,119117,紐西蘭ｇａｌａ蘋果１,１１３粒,件,1610.00,0
2,110107,紐西蘭奇異果,６粒／約６００ｇ,盒,72.00,0
2,110454,進口奇異果（大粒）,４粒／約６００ｇ,盒,99.00,0
2,110466,紐西蘭玫瑰富士蘋果（,４粒,袋,89.00,0
2,110467,紐西蘭富士蘋果（小）,約９００ｇ／５粒,袋,99.00,0
2,110111,紐西蘭富士蘋果（小）,６粒／約８００ｇ,盒,99.00,0
2,110112,紐西蘭富士蘋果（大）,５粒／約１‧１ｋｇ,盒,99.00,0
2,110455,進口黃金奇異果,＃２７　４粒／約５００ｇ,盒,139.00,0
2,110108,進口黃金奇異果,５粒／約５００ｇ,盒,99.00,0
2,110635,紐西蘭奇異果,２５粒,箱,499.00,0
2,110643,寶貝奇異果,約２００ｇ,盒,129.00,0
2,110647,紐西蘭黃金奇異果,４粒／約６００ｇ,盒,139.00,0
2,110650,紐西蘭金圓頭奇異果,５粒／約４７０ｇ,盒,85.00,0
2,110584,進口富士蘋果（大）,５粒（＃８０）,袋,109.00,0
2,110585,進口富士蘋果（小）,６粒（＃１１０）,袋,99.00,0
2,111104,韓國哈密瓜,約２ｋｇ,粒,339.00,0
2,110685,智利套袋富士蘋果,約３５０ｇ,粒,79.00,0
2,117700,紐西蘭奇異果＃２５,約１３０ｇ（箱／２５粒）,粒,27.00,0
2,117701,紐西蘭奇異果＃３６,約９０ｇ（箱／３６粒）,粒,13.00,0
2,117702,紐西蘭奇異果＃１０２,約９０ｇ,粒,15.00,0
2,117703,紐西蘭奇異果＃１１５,約８０ｇ（箱／１１５粒）,粒,11.00,0
2,117800,紐西蘭黃金奇異果２５,約１２０ｇ（箱／２５粒）,粒,32.00,0
2,117801,紐西蘭黃金奇異果３３,約９０ｇ（箱／３３粒）,粒,18.00,0
2,117400,紐西蘭加拉蘋果１２０,約１３５ｇ,粒,14.00,0
2,117401,紐西蘭ＧＡＬＡ１００,約１７５ｇ（箱／１００粒）,粒,16.00,0
2,117402,紐西蘭加拉蘋果＃９０,約１８０ｇ,粒,17.00,0
2,117420,紐西蘭富士＃１２０,約１３０ｇ,粒,19.00,0
2,117421,紐西蘭富士蘋果＃９０,約１９５ｇ（箱／９０粒）,粒,22.00,0
2,117461,紐西蘭進口香梨,約１５０ｇ（箱／６０粒）,粒,19.00,0
2,117430,智利進口富士蘋果５６,約３５０ｇ（箱／５６粒）,粒,42.00,0
2,117431,智利進口富士蘋果＃６,約３００ｇ（箱／６４粒）,粒,43.00,0
2,117432,智利進口富士蘋果７２,約２６５ｇ（箱／７２粒）,粒,29.00,0
2,117433,智利富士蘋果＃８８,約２００ｇ,粒,30.00,0
2,117434,智利進口富士＃１１３,約１７０ｇ（箱／１１３粒）,粒,15.00,0
2,117435,智利進口富士＃１２５,約１５０ｇ（箱／１２５粒）,粒,16.00,0
2,117436,智利進口富士＃１３８,約１４０ｇ（箱／１３８粒）,粒,11.00,0
2,117440,智利ｇａｌａ＃１２５,約１５０ｇ（箱／１２５粒）,粒,12.00,0
2,117802,紐西蘭黃金奇異果５８,約９０ｇ（箱／５８粒）,粒,18.00,0
2,117413,紐西蘭Ｒｏｃｋｉｔ,３粒／約２６０ｇ,筒,149.00,0
2,117803,紐西蘭黃金奇異果６６,約７５ｇ（箱／６６粒）,粒,19.00,0
2,117804,陽光金圓頭奇異果５２,１０５ｇ,粒,23.00,0
2,117805,金圓頭奇異果＃３３,約９０ｇ（箱／３３粒）,粒,23.00,0
2,117167,澳洲茂谷柑＃９０,約１７５ｇ,粒,27.00,0
2,117168,澳洲進口柳橙＃７２,約２５０ｇ（箱／７２粒）,粒,21.00,0
2,117806,紐西蘭黃金奇異果７４,約７０ｇ（箱／７４粒）,粒,18.00,0
2,117404,Ｄｉｖａ蘋果＃９０,約２００ｇ（箱／９０粒）,粒,21.00,0
2,117405,Ｄｉｖａ蘋果＃１００,約１７５ｇ（箱／１００粒）,粒,16.00,0
2,117406,Ｄｉｖａ蘋果＃１２０,約１６０ｇ（箱／１２０粒）,粒,14.00,0
2,117704,（紐）奇異果＃１１９,約１１０ｇ（箱／１１９粒）,粒,13.00,0
2,117169,澳洲茂谷柑＃８０,約２００ｇ,粒,29.00,0
2,117170,澳洲茂谷柑＃７０,約２５０ｇ（箱／７０粒）,粒,28.00,0
2,117598,韓國梨＃１０,約４５０ｇ,粒,80.00,0
2,117599,韓國新高梨（特級）,約８００ｇ,粒,143.00,0
2,117221,美國加拉蘋果＃１３８,約１３０ｇ,粒,13.00,0
2,117222,美國加拉蘋果＃１２５,約１４０ｇ,粒,19.00,0
2,117223,美國加拉蘋果＃１１３,約１６０ｇ,粒,18.00,0
2,117224,美國ＧＡＬＡ＃１００,約１９０ｇ（箱／１００粒）,粒,15.00,0
2,117225,美國加拉８８,約２００ｇ,粒,24.00,0
2,117226,美國ＧＡＬＡ＃８０,約２４０ｇ（箱／８０粒）,粒,21.00,0
2,117730,寶寶奇異果,約１２５ｇ,盒,125.00,0
2,117422,紐西蘭蘋果＃７０,約２５０ｇ,粒,30.00,0
2,117423,美人富士蘋果＃８０,約２２０ｇ,粒,30.00,0
2,117424,紐ＥＮＶＹ蘋果,２入／約４００ｇ,盒,85.00,0
2,117425,美人富士蘋果＃１００,約１７０ｇ,粒,14.00,0
2,117426,美人富士蘋果＃１１０,約１６０ｇ,粒,13.00,0
2,117427,美人富士蘋果＃１２０,約１５０ｇ,粒,11.00,0
2,117419,紐西蘭富士蘋果＃８０,２００ｇ,粒,35.00,0
2,720024,紐西蘭奇異果（袋裝）,６入／５４０ｇ,袋,78.00,0
2,117705,紐西蘭奇異果＃２２,約１３５ｇ,粒,30.00,0
2,117414,紐西蘭富士蘋果,２入／約６００ｇ,盒,99.00,0
2,117731,甜心綠果,約９０ｇ,粒,17.00,0
2,117807,陽光金圓頭奇異果５８,約９５ｇ,粒,18.00,0
2,117706,紐－奇異果,約３ｋｇ,箱,459.00,0
2,117707,紐西蘭奇異果（箱）,約３ｋｇ,箱,616.00,0
2,117699,紐西蘭進口奇異果＃２,１１０ｇ,粒,23.00,0
2,117808,紐金圓頭奇異果＃２７,１１０ｇ,粒,30.00,0
2,117809,陽光金圓頭２２,１２５ｇ,粒,39.00,0
2,117799,陽光金圓頭＃２２,１３０ｇ,粒,39.00,0
2,117462,紐西蘭香梨,１ｋｇ,盒,125.00,0
2,117403,紐西蘭加拉蘋果１１０,１４５ｇ,粒,15.00,0
2,117818,紐西蘭黃金奇異果２２,約１４５ｇ（箱／２２粒）,粒,35.00,0
2,117428,紐西蘭富士＃１１０,約１６０ｇ,粒,16.00,0
2,117429,南非富士蘋果＃１２,約１３５ｇ,粒,18.00,0
2,117819,紐西蘭黃金奇異果３０,１００ｇ,粒,30.00,0
2,117820,陽光金圓頭６６,８０ｇ,粒,18.00,0
2,117407,ＱＵＥＥＮ＃１５０,１１０ｇ,粒,11.00,0
2,117501,智利富士＃１００,２００ｇ,粒,22.00,0
2,117502,南非富士＃１３５,１２０ｇ,粒,17.00,0
2,117503,南非富士８０,２００ｇ,粒,30.00,0
2,117437,智利富士＃８０,２５０ｇ,粒,32.00,0
2,120139,進口富士蘋果,３００ｇ,粒,99.00,0
2,117821,金圓頭#25,１２０ｇ,粒,35.00,0
2,117241,紐西蘭有機綠奇異果,４～５入／４６５ｇ,盒,125.00,0
2,117417,韓國梨#7,６５０ｇ,粒,125.00,0
2,117613,韓國梨禮盒７入,７入／５ｋｇ,盒,850.00,0
2,117614,韓國梨禮盒１０入,１０入／４．５ｋｇ,盒,850.00,0
2,117438,智利套袋富士,２８０ｇ,粒,65.00,0
2,117708,紐西蘭奇異果92,１００ｇ,粒,18.00,0
2,117504,韓國富士#78,１７５ｇ,粒,42.00,0
2,117505,韓國富士#60,２２５ｇ,粒,49.00,0
2,117418,韓國梨#8,約５６０ｇ,粒,130.00,0
2,117249,義大利有機奇異果,５入／約４３３ｇ,盒,122.00,0
2,117441,Ｂｒｅｅｚｅ＃８０,２００ｇ,粒,29.00,0
2,117442,Ｂｒｅｅｚｅ＃１２０,１３５ｇ,粒,19.00,0
2,116040,紐西蘭樂淇小蘋果(P),５入／３００ｇ,筒,235.00,0
2,117250,紐有機蘋果90,２入／３８０ｇ,盒,115.00,0
2,117251,紐有機蘋果100,２入／３４０ｇ,盒,105.00,0
2,117252,紐有機蘋果110,２入／３００ｇ,盒,95.00,0
2,117253,紐有機金圓頭,４～５入／４５０ｇ,盒,149.00,0
2,117254,紐有機蘋果,２入／４８０ｇ,盒,155.00,0
2,117506,韓國哈蜜瓜#4,２ｋｇ,粒,290.00,0
2,117444,紐西蘭皇后蘋果,２００ｇ,粒,35.00,0
2,117443,紐西蘭玫瑰蘋果,２００ｇ,粒,35.00,0
2,117445,紐KIKU蘋果,２００ｇ,粒,35.00,0
2,117507,南非香吉士＃７２,１９５ｇ,粒,18.00,0
2,117512,韓國草莓,２５０ｇ,盒,169.00,0
2,117469,澳洲李子,１００ｇ,粒,35.00,0
2,117468,澳洲甜桃,１５０ｇ,粒,35.00,0
2,117471,南非紅地球葡萄,４ＫＧ／箱,公斤,190.00,0
2,117466,秘魯黑有籽葡萄,８ＫＧ／箱,公斤,190.00,0
2,117465,秘魯綠無籽葡萄,８ＫＧ／箱,公斤,215.00,0
2,117463,秘魯紅地球葡萄,８ＫＧ／箱,公斤,159.00,0
2,117510,韓國富士蘋果#88,約２００ｇ,粒,36.00,0
2,117467,紐西蘭櫻桃,約４５０ｇ,盒,598.00,0
2,117464,秘魯紅無籽葡萄,８ＫＧ／箱,公斤,215.00,0
2,117511,韓國富士蘋果#100,約１８０ｇ,粒,27.00,0
2,117476,印度黑無籽葡萄,約４５０ｇ,盒,99.00,0
2,117474,印度綠無籽葡萄,約４５０ｇ,盒,99.00,0
2,117475,印度紅無籽葡萄,約４５０ｇ,盒,99.00,0
2,110732,鮮切牛奶芭樂（梅子）,約２６０ｇ,盒,42.00,0
2,110733,鮮切牛奶芭樂（甘草）,約２６０ｇ,盒,42.00,0
2,110755,鮮切芭樂＿梅子女生杯,１８８ｇ,盒,36.00,0
2,110756,鮮切芭樂＿甘草女生杯,１８８ｇ,盒,36.00,0
2,110437,大西瓜切盤,約４００ｇ,公斤,40.00,0
2,110168,水果切盤（單品）,,盒,25.00,0
2,110169,水果切盤（綜合）,２８０ｇ,盒,29.00,0
2,110438,榴槤（剝皮）盤,約４００ｇ,公斤,600.00,0
2,110436,鳳梨（削皮）,粒,粒,88.00,0
2,124060,綜合水果,盒,盒,49.00,0
2,110757,手工鮮榨芭樂汁,３５０ｍｌ,瓶,35.00,0
2,720028,有機香檬原汁,３００ｍｌ,罐,259.00,0
2,110171,柳丁汁,瓶,瓶,100.00,0
